job_id,company_name,title,description,location,min_salary,max_salary,med_salary,pay_period,currency,formatted_work_type,formatted_experience_level,remote_allowed,skills_desc,listed_time
3885811482,SynergisticIT,Junior data scientist/ java programmer,"Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don’t focus on getting you a tech Job we make careers.In this market also we have been able to help our candidates get multiple job offers and $100k + salaries.please check the below links to see success outcomes of our candidates and our participation at different Tech industry events and how we are different from other organizations in helping Jobseekers secure Tech careershttps://www.synergisticit.com/candidate-outcomes/https://reg.rf.oracle.com/flow/oracle/cwoh23/OCWExhibitorCatalog/page/OCWexhibitorcatalogWe regularly interact with the Top Tech companies to give our candidates a competitive advantage-Please see us exhibiting at Oracle Cloud world /Oracle Java one (Las vegas) -2023/2022 and at Gartner Data Analytics Summit (Florida)-2023All Positions are open for all visas and US citizensWe at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped 1000’s of candidates get jobs at technology clients like apple, google, Paypal, western union, bank of america, visa, walmart labs etc to name a few.We have an excellent reputation with the clients. Currently, We are looking for entry-level software programmers, Java Full stack developers, Python/Java developers, Data analysts/ Data Scientists, Machine Learning engineers for full time positions with clients.Who Should Apply Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates or People looking to switch careers or who have had gaps in employment and looking to make their careers in the Tech Industry. We assist in filing for STEM extension and also for H1b and Green card filing to Candidateshttps://www.youtube.com/watch?v=OFoqPTNORewhttps://www.youtube.com/watch?v=-HkNN1ag6Zkhttps://www.youtube.com/watch?v=OAFOhcGy9Z8https://youtu.be/bJJl27D8bh0We are looking for the right matching candidates for our clientsREQUIRED SKILLS For Java /Full stack/Software ProgrammerBachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleProject work on the skillsKnowledge of Core Java , javascript , C++ or software programmingSpring boot, Microservices, Docker, Jenkins and REST API's experienceExcellent written and verbal communication skillsFor data Science/Machine learning PositionsREQUIRED SKILLSBachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITProject work on the technologies neededHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleKnowledge of Statistics, SAS, Python, Computer Vision, data visualization toolsExcellent written and verbal communication skillsPreferred skills: NLP, Text mining, Tableau, PowerBI, SAS, TensorflowIf you get emails from our Job Placement team and are not interested please email them or ask them to take you off their distribution list and make you unavailable as they share the same database with the client servicing team who only connect with candidates who are matching client requirements.
No phone calls please. Shortlisted candidates would be reached out. No third party or agency candidates or c2c candidates","Phoenix, AZ",,,,,,Full-time,Entry level,1.0,,1712367571000.0
3885811837,Old Second National Bank,"Retail Data Analyst | Hybrid - Aurora, IL","Who We Are

At Old Second, you're first! For more than 150 years, Old Second has consistently put businesses and individuals throughout the Chicago area first, and we're only getting started.

With great employees we've grown from a single location in the back of a general store to 50 locations and over $6 billion dollars in assets. At Old Second we embrace values that foster an environment of community and growth. Recently, we've been voted a Forbes Best-In-State Bank for Illinois by our customers. Be a part of something big as we continue our growth story together!

Position Overview

Thie Retail Data Analyst is responsible for extracting and reviewing data to identify key insights into Retail customer and employee activities and ways the data can be used to improve Retail sales activities. Other responsibilities include producing and executing data, determining trends in the Retail market both internally and externally, tracking and enhancing sales efforts through providing data for incentive and list creation, and supporting Retail sales incentives, contests and employee engagement.

Essential Job Functions

Extracts Retail data on a daily, weekly, quarterly and annual basis to support Retail Data Manager initiatives.Preforms data validation and cleansing along with other data partners to ensure systems present information correctly.Serves as data support person for Retail sales efforts. Collects Retail sales lead information as appropriate.Provides actionable Retail sales support through analysis of trending data in conjunction with Retail Data Manager.Collaborates with other departments to connect data within all company software.Produces periodic analysis of competitive market peers.Develops ad hoc reports for sales prospecting.Extracts data in connection with Retail employee engagement efforts, including sales campaigns.Maintains knowledge of bank products and services.Performs additional duties as assigned by Retail Data Manager.


Minimum Requirements

Associate’s degree and three or more years of data analytics, or related; or equivalent combination of education and experience.


Competencies

Strong technical skills, including but not limited to: SQL, Microsoft Excel & Access, General Database Administration, General Programing knowledge.Database management.Proficiency with both technical and non-technical communication.Excellent organizational skills, with a focus on accuracy and comprehension.


Preferred, But Not Required

Undergraduate degree in related area of study.


Thanks for considering Old Second!","Aurora, IL",,,,,,Full-time,Associate,,,1712369751000.0
3885812023,SynergisticIT,Junior data scientist/software developer,"Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don’t focus on getting you a tech Job we make careers.In this market also we have been able to help our candidates get multiple job offers and $100k + salaries.please check the below links to see success outcomes of our candidates and our participation at different Tech industry events and how we are different from other organizations in helping Jobseekers secure Tech careershttps://www.synergisticit.com/candidate-outcomes/https://reg.rf.oracle.com/flow/oracle/cwoh23/OCWExhibitorCatalog/page/OCWexhibitorcatalogWe regularly interact with the Top Tech companies to give our candidates a competitive advantage-Please see us exhibiting at Oracle Cloud world /Oracle Java one (Las vegas) -2023/2022 and at Gartner Data Analytics Summit (Florida)-2023All Positions are open for all visas and US citizensWe at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped 1000’s of candidates get jobs at technology clients like apple, google, Paypal, western union, bank of america, visa, walmart labs etc to name a few.We have an excellent reputation with the clients. Currently, We are looking for entry-level software programmers, Java Full stack developers, Python/Java developers, Data analysts/ Data Scientists, Machine Learning engineers for full time positions with clients.Who Should Apply Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates or People looking to switch careers or who have had gaps in employment and looking to make their careers in the Tech Industry. We assist in filing for STEM extension and also for H1b and Green card filing to Candidateshttps://www.youtube.com/watch?v=OFoqPTNORewhttps://www.youtube.com/watch?v=-HkNN1ag6Zkhttps://www.youtube.com/watch?v=OAFOhcGy9Z8https://youtu.be/bJJl27D8bh0We are looking for the right matching candidates for our clientsREQUIRED SKILLS For Java /Full stack/Software ProgrammerBachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleProject work on the skillsKnowledge of Core Java , javascript , C++ or software programmingSpring boot, Microservices, Docker, Jenkins and REST API's experienceExcellent written and verbal communication skillsFor data Science/Machine learning PositionsREQUIRED SKILLSBachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITProject work on the technologies neededHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleKnowledge of Statistics, SAS, Python, Computer Vision, data visualization toolsExcellent written and verbal communication skillsPreferred skills: NLP, Text mining, Tableau, PowerBI, SAS, TensorflowIf you get emails from our Job Placement team and are not interested please email them or ask them to take you off their distribution list and make you unavailable as they share the same database with the client servicing team who only connect with candidates who are matching client requirements.
No phone calls please. Shortlisted candidates would be reached out. No third party or agency candidates or c2c candidates","Austin, Texas Metropolitan Area",75000.0,124000.0,,YEARLY,USD,Full-time,Entry level,1.0,,1712366847000.0
3885812100,SynergisticIT,junior java programmer/data scientist,"Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don’t focus on getting you a tech Job we make careers.In this market also we have been able to help our candidates get multiple job offers and $100k + salaries.please check the below links to see success outcomes of our candidates and our participation at different Tech industry events and how we are different from other organizations in helping Jobseekers secure Tech careershttps://www.synergisticit.com/candidate-outcomes/https://reg.rf.oracle.com/flow/oracle/cwoh23/OCWExhibitorCatalog/page/OCWexhibitorcatalogWe regularly interact with the Top Tech companies to give our candidates a competitive advantage-Please see us exhibiting at Oracle Cloud world /Oracle Java one (Las vegas) -2023/2022 and at Gartner Data Analytics Summit (Florida)-2023All Positions are open for all visas and US citizensWe at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped 1000’s of candidates get jobs at technology clients like apple, google, Paypal, western union, bank of america, visa, walmart labs etc to name a few.We have an excellent reputation with the clients. Currently, We are looking for entry-level software programmers, Java Full stack developers, Python/Java developers, Data analysts/ Data Scientists, Machine Learning engineers for full time positions with clients.Who Should Apply Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates or People looking to switch careers or who have had gaps in employment and looking to make their careers in the Tech Industry. We assist in filing for STEM extension and also for H1b and Green card filing to Candidateshttps://www.youtube.com/watch?v=OFoqPTNORewhttps://www.youtube.com/watch?v=-HkNN1ag6Zkhttps://www.youtube.com/watch?v=OAFOhcGy9Z8https://youtu.be/bJJl27D8bh0We are looking for the right matching candidates for our clientsREQUIRED SKILLS For Java /Full stack/Software ProgrammerBachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleProject work on the skillsKnowledge of Core Java , javascript , C++ or software programmingSpring boot, Microservices, Docker, Jenkins and REST API's experienceExcellent written and verbal communication skillsFor data Science/Machine learning PositionsREQUIRED SKILLSBachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITProject work on the technologies neededHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleKnowledge of Statistics, SAS, Python, Computer Vision, data visualization toolsExcellent written and verbal communication skillsPreferred skills: NLP, Text mining, Tableau, PowerBI, SAS, TensorflowIf you get emails from our Job Placement team and are not interested please email them or ask them to take you off their distribution list and make you unavailable as they share the same database with the client servicing team who only connect with candidates who are matching client requirements.
No phone calls please. Shortlisted candidates would be reached out. No third party or agency candidates or c2c candidates","Houston, TX",,,,,,Full-time,Entry level,1.0,,1712367628000.0
3885813688,Bonterra,Data Analytics Engineer,"Bonterra exists to propel every doer of good to their peak impact. We measure that impact against our vision to increase the giving rate as a percentage of GDP from 2% to 3% by 2033. We know that this goal is lofty, but we are confident that the right technology and expertise will strengthen trust in the sector, allowing the social good industry to accelerate growth and reach peak impact. Bonterra's differentiated, end-to-end solutions collectively support a unique network of over 20,000 customers, including over 16,000 nonprofit organizations and over 50 percent of Fortune 100 companies. Learn more at bonterratech.com.

What You Will Do: 

As a Senior Analytics Engineer, you’ll play a pivotal role in designing and developing Insights, the analytics product within our strategic philanthropy division. The ideal candidate will have extensive experience with Looker or similar tools, deep database knowledge, strong problem-solving abilities, leadership skills, and a passion for transforming raw data into actionable intelligence. Collaborate closely with cross-functional teams to ensure the seamless integration of analytics solutions, impacting business outcomes and fostering a

culture of innovation.

Lead the development and maintenance of Insights, using Looker, Python, DBT, and Snowflake Spearhead the design and implementation of scalable data models, ensuring accuracy and efficiency in reporting. Drive the identification and resolution of complex data-related challenges, demonstrating exceptional problem-solving skills. Collaborate with product management to understand business requirements and translate them into actionable analytics solutions. Mentor and guide team members, fostering a collaborative and knowledge-sharing environment. Continuously evaluate and enhance the analytics infrastructure to align with evolving business needs. Collaborate with cross-functional teams to integrate analytics solutions seamlessly into business processes. Stay abreast of industry trends and emerging technologies to proactively recommend improvements and innovations. 

Who You Are: 

You are a seasoned Analytics Engineer with a deep understanding of modern analytics technology stacks and a solid foundation in database fundamentals and mechanics. You have an unwavering attention to detail, a relentless commitment to quality, and a customer focused mindset. You love learning and solving challenging problems. You are not just seeking a job but an opportunity to contribute to a mission-driven company, where your expertise will play a pivotal role in driving impactful, data-driven decisions.

Demonstrated expertise in utilizing advanced analytics tools such as Looker, Tableau, or similar platforms to design and implement scalable analytics solutionsProven experience in designing and optimizing data models, ensuring efficient and effective storage, retrieval, and analysis of large datasetsStrong analytical and critical-thinking skills with a track record of successfully identifying and resolving complex data-related challengesAbility to understand and translate business requirements into actionable analytics solutions, aligning technical insights with strategic business goalsMeticulous attention to detail and a commitment to maintaining data accuracy and integrity throughout the analytics process, from data extraction to reportingA proactive approach to staying abreast of industry trends, emerging technologies, and best practices in analytics, driving continuous improvement and innovation within the teamStrong interpersonal and communication skills, with the ability to convey complex technical concepts to non-technical stakeholders, fostering collaboration and understanding across departments

Compensation

The range displayed on this job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Base pay is one part of the Total Package that is provided to compensate and recognize employees for their work, and in addition to benefits this role may be eligible for discretionary bonuses/incentives, and equity.

US base salary range: $113,000 - $125,000

Please note that the compensation range specified in this job posting is applicable to candidates based in the United States. Applicants must be authorized to work for any employer in the U.S. We are unable to sponsor or take over sponsorship of an employment Visa at this time. 

For international applicants, actual salary offers may vary based on the local market compensation standards and will be determined in accordance with regional considerations, including but not limited to applicable laws, cost of living, and industry norms.

Our Culture:

Our team is made up of industry experts and advocates who are 100% committed to supporting the doers of social good. We are currently undergoing an effort to create the vision and values that embody our collective organization and embrace the individuals who make up our community.

Our comprehensive and competitive benefits include:

Generous Flexible Time Off (FTO) PolicyEquity for ALL regular, full-time employees from individual contributors to management - share in our success!Up to 15 paid company holidays including some commemorating social justice events and self-carePaid volunteer timeResources for savings and investmentsPaid parental leavePaid sick leaveHealth, vision, dental, and life insurance with additional access to health and wellness programs. Opportunities to learn, develop, network, and connect

We are committed to being an equal opportunity employer and evaluate qualified applicants without regard to race, color, religion, sex, pregnancy (including childbirth, lactation and related medical conditions), national origin, age, physical and mental disability, marital status, sexual orientation, gender identity, gender expression, genetic information (including characteristics and testing), military and veteran status, diversity of thought and any other characteristic protected by applicable law.",United States,,,,,,Full-time,,1.0,,1712370291000.0
3885814035,SynergisticIT,junior data scientist/ data engineer,"Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don’t focus on getting you a tech Job we make careers.In this market also we have been able to help our candidates get multiple job offers and $100k + salaries.please check the below links to see success outcomes of our candidates and our participation at different Tech industry events and how we are different from other organizations in helping Jobseekers secure Tech careershttps://www.synergisticit.com/candidate-outcomes/https://reg.rf.oracle.com/flow/oracle/cwoh23/OCWExhibitorCatalog/page/OCWexhibitorcatalogWe regularly interact with the Top Tech companies to give our candidates a competitive advantage-Please see us exhibiting at Oracle Cloud world /Oracle Java one (Las vegas) -2023/2022 and at Gartner Data Analytics Summit (Florida)-2023All Positions are open for all visas and US citizensWe at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped 1000’s of candidates get jobs at technology clients like apple, google, Paypal, western union, bank of america, visa, walmart labs etc to name a few.We have an excellent reputation with the clients. Currently, We are looking for entry-level software programmers, Java Full stack developers, Python/Java developers, Data analysts/ Data Scientists, Machine Learning engineers for full time positions with clients.Who Should Apply Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates or People looking to switch careers or who have had gaps in employment and looking to make their careers in the Tech Industry. We assist in filing for STEM extension and also for H1b and Green card filing to Candidateshttps://www.youtube.com/watch?v=OFoqPTNORewhttps://www.youtube.com/watch?v=-HkNN1ag6Zkhttps://www.youtube.com/watch?v=OAFOhcGy9Z8https://youtu.be/bJJl27D8bh0We are looking for the right matching candidates for our clientsREQUIRED SKILLS For Java /Full stack/Software ProgrammerBachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleProject work on the skillsKnowledge of Core Java , javascript , C++ or software programmingSpring boot, Microservices, Docker, Jenkins and REST API's experienceExcellent written and verbal communication skillsFor data Science/Machine learning PositionsREQUIRED SKILLSBachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITProject work on the technologies neededHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleKnowledge of Statistics, SAS, Python, Computer Vision, data visualization toolsExcellent written and verbal communication skillsPreferred skills: NLP, Text mining, Tableau, PowerBI, SAS, TensorflowIf you get emails from our Job Placement team and are not interested please email them or ask them to take you off their distribution list and make you unavailable as they share the same database with the client servicing team who only connect with candidates who are matching client requirements.
No phone calls please. Shortlisted candidates would be reached out. No third party or agency candidates or c2c candidates","Virginia, United States",75000.0,124000.0,,YEARLY,USD,Full-time,Entry level,1.0,,1712368195000.0
3885814406,apree health,"Lead Analytic Consultant, Analytics","About The Company

apree health – the new name for the joint Castlight Health and Vera Whole Health merger – is seeking an experienced healthcare analytic consultant to join our centralized Analytics team. We are entering an exciting new growth phase in which we are combining our individual company histories of top-rated digital/in-person navigation and the highly effective delivery of advanced primary care to launch exciting new differentiating solutions into the marketplace.

About The Team

The Analytics team is a group of highly skilled members who work together toward a culture of data-driven decision-making across the organization. Our team uses a diverse array of data to provide analytic insights that support the entire organization, including Customer Success, Product Management, Sales and Marketing, and most recently, patient-care teams delivering Advanced Primary Care.

We are a collaborative, flexible, and friendly team that gets excited about data and analytics and the role they play in decision making. Our culture is one of teamwork, shared responsibility, mutual respect, and growth.

We operate on a Google Cloud Platform and utilize technical tools that include: SQL/DataGrip/Bigquery, Tableau, Alembic/Terraform, Gitlab, Python, Airflow, Mixpanel, R Studio, and SAS.

About The Job

Our Analytics team is seeking a Lead Analytic Consultant who will be responsible for delving into data and providing unique insights to specific high-profile customers who are key to the future success of our business. These customers each represent unique market opportunities for apree health, and each is considered a “pilot” for future growth opportunities for apree health.

The Lead Analytic Consultant will work as an embedded member of the Customer Team, with the role of providing key analytic insights to the rest of the team as well as directly to the customer. This includes ingesting and interpreting data, performing detailed analyses, responding to ad-hoc investigative requests, and summarizing insights driven by the analysis that answer the customer’s most pressing business questions.They will work shoulder to shoulder with the Customer Team, which includes business, clinical, and relationship leaders. At the same time, they will be responsible for bringing the learnings and approaches used back to the wider Analytics Team, and work to identify reusable components and techniques for future standardization.

This position requires direct customer consultative experience, along with demonstrated proficiency working with rich, multi-faceted data that includes administrative and clinical data.

This team member will report directly to the leader of the Emerging Solutions team within Analytics.

 Business Role and Responsibilities: 

 Partner with the assigned Customer Team to fully understand the key business priorities; clarify, prioritize, and clearly communicate the analytic questions to be answered  Design and execute analyses to support those priorities, including developing efficient SQL queries and any required visualizations  Collaborate with the Customer Team and other internal resources to identify key areas of opportunity for primary care management to improve outcomes and reduce cost across the population  Present resulting insights and associated recommendations to the Customer Team (and in some cases the Customer) in a succinct and effective way  Collaborate with and communicate to the wider Analytics team, identifying opportunities for standardization of approaches across current and future customers 

 Key Characteristics: 

 A natural “leader” who takes ownership of a challenge and sees it through to completion  A problem-solver with a natural sense of curiosity, an analytic mindset, and a deep love of extracting truth from data  Skilled at presenting complex analytic findings in a simple and understandable way to external and internal audiences  Self-sufficient, ready to roll up your sleeves, and not afraid of ambiguity  A detail-oriented individual who loves to create order out of chaos  Proven ability to work cross-functionally and build collaboration across many different stakeholder personas 

 Specific Requirements: 

 Minimum of 8 years’ experience in a healthcare-based analytics role  Minimum of 8 years experience working directly with administrative and/or clinical healthcare data (medical and pharmacy claims, EMR); familiarity with the standards and nuances of such data  Minimum of 3 years of direct customer-facing consultative experience  Minimum of 3 years experience performing population-health analytics, ideally for a commercially-insured population through the lens of a payer or self-insured employer  Technical experience that includes strong SQL capabilities, Tableau or other BI tools, scripting languages, Gitlab, etc  Health economics background or related experience tying financial and clinical outcomes to healthcare delivery patterns  Deep familiarity with U.S. healthcare insurance system and various types of payment arrangements  Bonus: Experience working for a local or national healthcare payer  Bonus: Experience working with primary care delivery systems and/or supporting value-based care relationships  Master’s degree in a quantitative/analytic field or equivalent work experience 

  Compensation: $130k-$175k/annual salary (national average, premium markets may vary)",United States,130000.0,175000.0,,YEARLY,USD,Full-time,Mid-Senior level,1.0,,1712370109000.0
3885823930,TEKsystems,Business Analyst,"Top Skills' Details 

 Gathering requirements/eliciting requirements Writing user stories (Jira) Enterprise software implementation experience


 Description 

One of TEKsystems' clients, a leader in their respective industry and headquartered in Birmingham, is looking for a Business Analyst to join their team.

The business analyst will be responsible for eliciting requirements from the internal business stakeholders and writing user stories in Jira. They would like this person to be comfortable within the Agile framework. Duties will include gathering requirements, creating requirements traceability matrix, etc. The candidate for this role will need to be an extrovert and easily be able to communicate with internal leadership, LOBs/stakeholders and vendors.

 Skills 

Business analysis, Requirements gathering, Business requirements, Requirement gathering, User stories, Analysis, Jira, Agile, gathering requirements, project management, business process, reporting, implementation

 Top Skills Details 

Business analysis,Requirements gathering,Business requirements,Requirement gathering,User stories,Analysis,Jira,Agile,gathering requirements

 Additional Skills & Qualifications 

We need someone who can work independently and take initiative. Great attitude and ownership mentality...they can teach the business, but it would be nice for this person to have Oracle implementation experience.

 Experience Level 

Intermediate Level

***W2 ONLY***

 About TEKsystems 

We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, including 80% of the Fortune 500, across North America, Europe and Asia. As an industry leader in Full-Stack Technology Services, Talent Services, and real-world application, we work with progressive leaders to drive change. That's the power of true partnership. TEKsystems is an Allegis Group company.

The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.","Birmingham, AL",,,,,,Full-time,Mid-Senior level,,,1712373725000.0
3885828275,TEKsystems,Data Scientist,"Top Skills' Details 

Passion for Machine Learning and Data Science and their fundamentals

Research and quantitative analysis of AI risk management

Development of data science algorithms using Python

Documentation

Would prefer someone who has a strong understanding or at least a passion for AI Risk Management.

 Description 

This is a Data Scientist role in Chat and Voice Technology team. The team builds next generation AI and Search platforms for the bank, enabling smart virtual assistants across multiple channels and platforms. This position requires candidate to be well versed with various machine learning algorithms and NLP techniques, including LLM and Generative AI techniques. Role offers an opportunity to work with seasoned architects, PhDs in Machine Learning and NLP, Software Engineers, and Risk Management partners. Candidate should be able to work independently and collaboratively to take ownership of prepare models for validation and monitoring. Candidate must possess passion for machine learning and data analysis, creatively solving how to assess risk, conduct and summarize research, and prepare technical white papers to support Machine Learning and Software Engineers through the model development lifecycle. This role is unique, in that candidate must be 100% AI Risk Management (50% Research and Quantitative Analysis, 25% Development, and 25% White Paper Documentation).

 Required Skills 

 Bachelor Degree in Computer Science, Data Science, Mathematics, or related field Knowledge of machine learning and related techniques Knowledge of recent developments in AI space including but not limited to transformers, LLMs, Generative AI Good understanding of a version control system like git to be able to efficiently collaborate with colleagues. Strong Python development skills and knowledge of Java/C++ Adept at leveraging ML/AI techniques to solve critical business problems with good understanding of Supervised, Unsupervised and Reinforcement Learning. Excellent interpersonal communication skills for tech, business, and risk conversations Good analytical skills to break down requirements, solve complex problems, and challenge the approach, build, and test of AI models and model components


 Skills 

Python, Data science, Data, java, Algorithm, risk management, artificial intelligence, Machine learning, Predictive modelling, Data analysis, Predictive analytics

 Top Skills Details 

Python, Data science, Data, java Algorithm, risk management, artificial intelligence

 Additional Skills & Qualifications 

There will be a heavy research and analysis component to this job, especially around risk management related to artificial intelligence and GenAI. They will be diving into an understanding of the biases of AI and the algorithms created by other data scientists on the team, how the data flows through the algorithm, and the risks associated to the outcomes. They'll be developing their own algos a smaller percentage of their time, but need to have a strong background in Python to be able to read the code of the 18 existing AI models and their architecture. They'll be spending a lot of time trying to break what exists and raising questions around why certain things were done that way. From a documentation perspective, they'll need to be able to create graphical representations of their findings so a lay person could understand them.

 About TEKsystems 

We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, including 80% of the Fortune 500, across North America, Europe and Asia. As an industry leader in Full-Stack Technology Services, Talent Services, and real-world application, we work with progressive leaders to drive change. That's the power of true partnership. TEKsystems is an Allegis Group company.

The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.","Irving, TX",,,,,,Full-time,Entry level,,,1712373726000.0
3885828639,Philips,Clinical Adoption Data Scientist,"Job Title
Clinical Adoption Data Scientist

Job Description

Clinical Adoption Data Scientist 
You will be responsible for working with clinical and technical experts to develop advanced reports on patient monitoring system usage, adoption and clinical impact for customers. These reports will contribute to the performance dashboard helping customers and Philips understand usage, adoption and achievement of desired outcomes in areas never measured previously. You will work with technical and clinical experts in order to understand and identify data signatures and sources needed for algorithm development and performance reporting. You will participate in various activities around clinical decision support, operational workflow improvement, and other healthcare-related applications, focusing on research, development, and evaluation of first-of-kind and prototypes for clinicians and other relevant partners, which will help make better and informed decisions, improving patient care, optimizing clinical and operational outcomes in clinical workflows.

Your role:
Measures how customers are using Philips technology through advanced data analytics on usage, adoption of workflows and achievement of outcomes by:
Defining data flows and schemaDefining clinical and technical analyticsWriting scripts and queriesCreating compelling, dynamic data visualizations
Collaborates with customers and Philips experts on advancing our digital understanding of customer usage and adoption of patient monitoring solutions.Reports on internal performance measures, including asset utilization, service and equipment costs, as well as volume and revenue to plan that are critical to profitability:
Identify data sources, interfaces and analyticsDefine inventory tracking methodology & market inventory management analytics
Identify data sources, interfaces and analytics
Publish customer scorecard internally
Develops new concepts, build proof-of-concept demonstrators and validate results with customer and field teams.Interacts with business partners and customers to understand their problems, share insights and validated practices.Identify gaps and data needs that limit successful measurements of the designed experienceCollaborate with other solution and functional teams (e.g., commercial operations, professional services, clinical education, financial administration) to find practical and ambitious solutions to these gaps and aspirations.Identify critical success metrics with which to gauge the relative performance and progress of our managed service customers over time.

You're the right fit if: 
You’ve acquired 7+ programming, data visualization, and healthcare informatics experience as well as knowledge of physiologic monitoring systems.Your skills include database design, modeling and dynamic visualization, Proficiency with R and/or Python libraries commonly used in data science, Python programming experience, hospital data flows such as CPOE, EMR, RIS, LIS and PACS. Experience in related data format standards such as HL7, DICOM, FHIR and IHE, healthcare terms and classifications (SNOMED CT, ICD10); high affinity with applying new IT platforms/dash boarding software tools for reporting and experience.You have a Master’s Degree in Computer Sciences, Biomedical Engineering, Bioinformatics, or a related field OR 10 years of work experience, preferred.You must be able to successfully perform the following minimum Physical, Cognitive and Environmental job requirements with or without accommodation for this position.You also need to have the ability to work with cross-functional teams, be self-motivated, committing to results and be flexible and quick-learning. You also should have excellent verbal and written communication skills, ability to manage complex projects along with demonstrated operational analytics and financial analysis capabilities.

About Philips

We are a health technology company. We built our entire company around the belief that every human matters, and we won't stop until everybody everywhere has access to the quality healthcare that we all deserve. Do the work of your life to help improve the lives of others.

Learn more about our business.Discover our rich and exciting history.Learn more about our purpose.Read more about our employee benefits.

If you’re interested in this role and have many, but not all, of the experiences needed, we encourage you to apply. You may still be the right candidate for this or other opportunities at Philips. Learn more about our commitment to diversity and inclusion here.

Additional Information

US work authorization is a precondition of employment. The company will not consider candidates who require sponsorship for a work-authorized visa, now or in the future.

Company relocation benefits will not be provided for this position. For this position, you must reside in or within commuting distance to the locations listed.

This requisition is expected to stay active for 45 days but may close earlier if a successful candidate is selected or business necessity dictates. Interested candidates are encouraged to apply as soon as possible to ensure consideration.

Philips is an Equal Employment and Opportunity Employer/Disabled/Veteran and maintains a drug-free workplace.

","Cambridge, MA",,,,,,Full-time,,,,1712374195000.0
